threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.901,0,0,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,0,1,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,0,2,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,0,3,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,0,4,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,0,5,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,0,6,full,1536,1,1,,,not_target_layer
0.901,0,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,1,0,full,1536,1,1,,,not_target_layer
0.901,1,1,full,1536,1,1,,,not_target_layer
0.901,1,2,full,1536,1,1,,,not_target_layer
0.901,1,3,full,1536,1,1,,,not_target_layer
0.901,1,4,full,1536,1,1,,,not_target_layer
0.901,1,5,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,1,6,full,1536,1,1,,,not_target_layer
0.901,1,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,2,0,full,1536,1,1,,,not_target_layer
0.901,2,1,full,1536,1,1,,,not_target_layer
0.901,2,2,full,1536,1,1,,,not_target_layer
0.901,2,3,full,1536,1,1,,,not_target_layer
0.901,2,4,full,1536,1,1,,,not_target_layer
0.901,2,5,full,1536,1,1,,,not_target_layer
0.901,2,6,full,1536,1,1,,,not_target_layer
0.901,2,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,3,0,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,3,1,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,3,2,full,1536,1,1,,,not_target_layer
0.901,3,3,full,1536,1,1,,,not_target_layer
0.901,3,4,full,1536,1,1,,,not_target_layer
0.901,3,5,full,1536,1,1,,,not_target_layer
0.901,3,6,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,3,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,4,0,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,4,1,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,4,2,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,4,3,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,4,4,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,4,5,full,1536,1,1,,,not_target_layer
0.901,4,6,full,1536,1,1,,,not_target_layer
0.901,4,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,5,0,full,1536,1,1,,,not_target_layer
0.901,5,1,full,1536,1,1,,,not_target_layer
0.901,5,2,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,5,3,full,1536,1,1,,,not_target_layer
0.901,5,4,full,1536,1,1,,,not_target_layer
0.901,5,5,full,1536,1,1,,,not_target_layer
0.901,5,6,full,1536,1,1,,,not_target_layer
0.901,5,7,full,1536,1,1,,,not_target_layer
0.901,6,0,full,1536,1,1,,,not_target_layer
0.901,6,1,full,1536,1,1,,,not_target_layer
0.901,6,2,full,1536,1,1,,,not_target_layer
0.901,6,3,full,1536,1,1,,,not_target_layer
0.901,6,4,full,1536,1,1,,,not_target_layer
0.901,6,5,full,1536,1,1,,,not_target_layer
0.901,6,6,full,1536,1,1,,,not_target_layer
0.901,6,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,7,0,full,1536,1,1,,,not_target_layer
0.901,7,1,full,1536,1,1,,,not_target_layer
0.901,7,2,full,1536,1,1,,,not_target_layer
0.901,7,3,full,1536,1,1,,,not_target_layer
0.901,7,4,full,1536,1,1,,,not_target_layer
0.901,7,5,full,1536,1,1,,,not_target_layer
0.901,7,6,full,1536,1,1,,,not_target_layer
0.901,7,7,full,1536,1,1,,,not_target_layer
0.901,8,0,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,8,1,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,8,2,full,1536,1,1,,,not_target_layer
0.901,8,3,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,8,4,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,8,5,full,1536,1,1,,,not_target_layer
0.901,8,6,full,1536,1,1,,,not_target_layer
0.901,8,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,9,0,full,1536,1,1,,,not_target_layer
0.901,9,1,full,1536,1,1,,,not_target_layer
0.901,9,2,full,1536,1,1,,,not_target_layer
0.901,9,3,full,1536,1,1,,,not_target_layer
0.901,9,4,full,1536,1,1,,,not_target_layer
0.901,9,5,full,1536,1,1,,,not_target_layer
0.901,9,6,full,1536,1,1,,,not_target_layer
0.901,9,7,full,1536,1,1,,,not_target_layer
0.901,10,0,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,10,1,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,10,2,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,10,3,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,10,4,full,1536,1,1,,,not_target_layer
0.901,10,5,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,10,6,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,10,7,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,11,0,compact,768,0.5,0,,,seed65_add_l5h2_b050
0.901,11,1,full,1536,1,1,,,not_target_layer
0.901,11,2,compact,768,0.5,0,,,seed65_add_l5h2_b050
