threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.961,0,0,full,1536,1,1,,,not_target_layer
0.961,0,1,full,1536,1,1,,,not_target_layer
0.961,0,2,full,1536,1,1,,,not_target_layer
0.961,0,3,full,1536,1,1,,,not_target_layer
0.961,0,4,full,1536,1,1,,,not_target_layer
0.961,0,5,full,1536,1,1,,,not_target_layer
0.961,0,6,full,1536,1,1,,,not_target_layer
0.961,0,7,full,1536,1,1,,,not_target_layer
0.961,1,0,full,1536,1,1,,,not_target_layer
0.961,1,1,full,1536,1,1,,,not_target_layer
0.961,1,2,full,1536,1,1,,,not_target_layer
0.961,1,3,full,1536,1,1,,,not_target_layer
0.961,1,4,full,1536,1,1,,,not_target_layer
0.961,1,5,full,1536,1,1,,,not_target_layer
0.961,1,6,full,1536,1,1,,,not_target_layer
0.961,1,7,full,1536,1,1,,,not_target_layer
0.961,2,0,full,1536,1,1,,,not_target_layer
0.961,2,1,full,1536,1,1,,,not_target_layer
0.961,2,2,full,1536,1,1,,,not_target_layer
0.961,2,3,full,1536,1,1,,,not_target_layer
0.961,2,4,full,1536,1,1,,,not_target_layer
0.961,2,5,full,1536,1,1,,,not_target_layer
0.961,2,6,full,1536,1,1,,,not_target_layer
0.961,2,7,full,1536,1,1,,,not_target_layer
0.961,3,0,full,1536,1,1,,,not_target_layer
0.961,3,1,full,1536,1,1,,,not_target_layer
0.961,3,2,full,1536,1,1,,,not_target_layer
0.961,3,3,full,1536,1,1,,,not_target_layer
0.961,3,4,full,1536,1,1,,,not_target_layer
0.961,3,5,full,1536,1,1,,,not_target_layer
0.961,3,6,full,1536,1,1,,,not_target_layer
0.961,3,7,full,1536,1,1,,,not_target_layer
0.961,4,0,full,1536,1,1,,,not_target_layer
0.961,4,1,full,1536,1,1,,,not_target_layer
0.961,4,2,full,1536,1,1,,,not_target_layer
0.961,4,3,full,1536,1,1,,,not_target_layer
0.961,4,4,full,1536,1,1,,,not_target_layer
0.961,4,5,full,1536,1,1,,,not_target_layer
0.961,4,6,full,1536,1,1,,,not_target_layer
0.961,4,7,full,1536,1,1,,,not_target_layer
0.961,5,0,full,1536,1,1,,,not_target_layer
