0, GPU-57be086f-e967-c022-3832-93df4fc77bd0, 62363, 0
1, GPU-7dc22583-df04-6c76-4ba5-ea32c428c130, 65139, 0
2, GPU-63c05907-407b-8240-07a0-f38872840867, 68205, 0
3, GPU-f8904cb4-f9f0-c757-df36-e6fd971b3a9d, 11752, 0
4, GPU-56b882d2-6e6e-adb3-80e7-95f0a9e678f1, 54343, 0
5, GPU-687b7858-ca44-98ad-cfba-b6785eaf05e8, 79094, 0
6, GPU-c27f6fd6-8a66-7935-41fd-bd5ccdaced31, 60264, 0
7, GPU-b8ffec62-b437-85f7-3f7d-2cd05bd23e16, 78730, 0
