method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.401547,-0.636134,0.622672,-0.0122218,0.649825,-0.0343606,0.716401,-0.0911064,0.752506,-0.109216,0.622672,-0.0122218,0.623912,0,0.186776,0.0656342,0.128746,0.0572783,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.323489,-0.895479,0.507723,-0.0798548,0.52699,-0.114313,0.598532,-0.191297,0.655986,-0.17891,0.507723,-0.0798548,0.815624,0,0.350408,0.182891,0.264737,0.156718,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.49232,-0.296047,0.709424,0.0161164,0.730731,0.00577301,0.779021,-0.0269344,0.804303,-0.0374033,0.709424,0.0161164,0.312163,0,0.187576,0.0666556,0.126253,0.0590295,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.391921,-0.233835,0.621131,0.144386,0.638715,0.135866,0.692531,0.101343,0.743283,0.091103,0.621131,0.144386,0.378221,0,0.39529,0.176441,0.262666,0.147317,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.527944,-0.47916,0.654673,0.0657668,0.68729,0.0446849,0.746437,0.00241363,0.760633,0.00202841,0.654673,0.0657668,0.544927,0,0.139925,0.0554872,0.118668,0.0523806,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.434156,-0.576304,0.648608,0.0453886,0.673601,0.0308982,0.724942,0.0126143,0.757056,0.029939,0.648608,0.0453886,0.621693,0,0.199218,0.0725626,0.134567,0.0640905,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.258555,-0.548231,0.593066,-0.106423,0.607466,-0.128089,0.661637,-0.131364,0.709767,-0.176131,0.593066,-0.106423,0.441808,0,0.358843,0.148964,0.218256,0.127775,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.359129,-0.5052,0.607451,-0.0111475,0.629198,-0.0309511,0.686257,-0.0507061,0.724964,-0.0599389,0.607451,-0.0111475,0.494053,0,0.252154,0.103011,0.166636,0.0903018,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,15,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.414014,-0.764061,0.623613,-0.196105,0.653544,-0.211041,0.727564,-0.259198,0.763933,-0.259575,0.623613,-0.196105,0.567956,0,0.167446,0.0566954,0.115174,0.0491268,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.299647,-0.656065,0.508108,-0.0622735,0.525189,-0.0899123,0.595345,-0.195366,0.664179,-0.210174,0.508108,-0.0622735,0.593792,0,0.390194,0.206808,0.298737,0.171629,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.383697,-0.618289,0.636679,-0.149329,0.659291,-0.166412,0.723272,-0.196496,0.778029,-0.197513,0.636679,-0.149329,0.46896,0,0.230118,0.0838795,0.149448,0.0672822,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.483408,-0.240353,0.679939,0.1518,0.696056,0.140559,0.743696,0.105479,0.789233,0.0640765,0.679939,0.1518,0.392153,0,0.388855,0.172044,0.249174,0.141477,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.534898,-0.441751,0.675901,0.0294896,0.711016,0.0214193,0.777284,-0.0113239,0.796837,-0.00792885,0.675901,0.0294896,0.47124,0,0.127432,0.0461909,0.107156,0.0421356,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.467228,-0.381543,0.686963,0.0636417,0.708708,0.0500841,0.764067,0.0239314,0.792199,0.0288083,0.686963,0.0636417,0.445184,0,0.217764,0.0794639,0.149134,0.0699886,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.306142,-0.480305,0.582662,-0.144504,0.597438,-0.164886,0.653563,-0.195506,0.69681,-0.227168,0.582662,-0.144504,0.335801,0,0.330799,0.147313,0.234851,0.128923,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.354225,-0.431232,0.633795,-0.0588772,0.65357,-0.068821,0.706751,-0.121362,0.74098,-0.128182,0.633795,-0.0588772,0.372354,0,0.276434,0.109013,0.181226,0.0962882,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,15,7,2,highest
