threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.969,0,0,compact,768,0.5,0,,,26-head safe frontier plus candidate 8:6 at 50% per-head budget.
0.969,0,1,full,1536,1,1,,,not_target_layer
0.969,0,2,full,1536,1,1,,,not_target_layer
0.969,0,3,full,1536,1,1,,,not_target_layer
0.969,0,4,full,1536,1,1,,,not_target_layer
0.969,0,5,full,1536,1,1,,,not_target_layer
0.969,0,6,full,1536,1,1,,,not_target_layer
0.969,0,7,full,1536,1,1,,,not_target_layer
0.969,1,0,full,1536,1,1,,,not_target_layer
0.969,1,1,full,1536,1,1,,,not_target_layer
0.969,1,2,full,1536,1,1,,,not_target_layer
0.969,1,3,full,1536,1,1,,,not_target_layer
0.969,1,4,full,1536,1,1,,,not_target_layer
0.969,1,5,full,1536,1,1,,,not_target_layer
0.969,1,6,full,1536,1,1,,,not_target_layer
0.969,1,7,full,1536,1,1,,,not_target_layer
0.969,2,0,full,1536,1,1,,,not_target_layer
0.969,2,1,full,1536,1,1,,,not_target_layer
0.969,2,2,full,1536,1,1,,,not_target_layer
0.969,2,3,full,1536,1,1,,,not_target_layer
0.969,2,4,full,1536,1,1,,,not_target_layer
0.969,2,5,full,1536,1,1,,,not_target_layer
0.969,2,6,full,1536,1,1,,,not_target_layer
0.969,2,7,full,1536,1,1,,,not_target_layer
0.969,3,0,full,1536,1,1,,,not_target_layer
0.969,3,1,full,1536,1,1,,,not_target_layer
0.969,3,2,full,1536,1,1,,,not_target_layer
0.969,3,3,full,1536,1,1,,,not_target_layer
0.969,3,4,full,1536,1,1,,,not_target_layer
0.969,3,5,full,1536,1,1,,,not_target_layer
0.969,3,6,full,1536,1,1,,,not_target_layer
0.969,3,7,full,1536,1,1,,,not_target_layer
0.969,4,0,full,1536,1,1,,,not_target_layer
0.969,4,1,full,1536,1,1,,,not_target_layer
0.969,4,2,full,1536,1,1,,,not_target_layer
0.969,4,3,full,1536,1,1,,,not_target_layer
0.969,4,4,full,1536,1,1,,,not_target_layer
0.969,4,5,full,1536,1,1,,,not_target_layer
