method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.42038,-0.0480293,0.564783,0.213142,0.577559,0.194781,0.612095,0.176102,0.648018,0.163814,0.564783,0.213142,0.261172,0,0.255882,0.14273,0.196765,0.129512,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.575865,-0.121485,0.724351,0.357484,0.745164,0.334914,0.77945,0.314538,0.790937,0.323341,0.724351,0.357484,0.478968,0,0.125335,0.0465602,0.107226,0.0441353,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.521282,-0.0612551,0.638538,0.21078,0.652903,0.192164,0.692838,0.185703,0.720653,0.185356,0.638538,0.21078,0.272035,0,0.234998,0.123302,0.190237,0.112136,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.498701,0.0804154,0.621531,0.273566,0.631094,0.26197,0.669753,0.234875,0.713943,0.236411,0.621531,0.273566,0.19315,0,0.502165,0.303396,0.393586,0.2628,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.451469,-0.679455,0.629028,0.0683693,0.669011,0.0260799,0.713005,-0.00694156,0.724875,0.0173199,0.629028,0.0683693,0.747825,0,0.0946685,0.0268859,0.0735809,0.0257739,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.475611,-0.101538,0.596734,0.211467,0.615436,0.190985,0.658339,0.185306,0.68336,0.197751,0.596734,0.211467,0.313005,0,0.19199,0.0966417,0.162414,0.0895643,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.344629,-1.02553,0.532597,-0.074349,0.56542,-0.128758,0.627737,-0.186431,0.633478,-0.133745,0.532597,-0.074349,0.951179,0,0.121879,0.0521092,0.128872,0.0513055,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.471454,-0.205008,0.626047,0.180423,0.641796,0.155395,0.684108,0.133924,0.721559,0.120862,0.626047,0.180423,0.385431,0,0.22067,0.104079,0.163765,0.0917394,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,13,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.47382,-0.0371453,0.623388,0.235391,0.63629,0.215309,0.660929,0.21179,0.687046,0.20591,0.623388,0.235391,0.272536,0,0.245732,0.133781,0.188373,0.123476,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.644517,-0.117321,0.770958,0.319043,0.790808,0.283931,0.819098,0.25036,0.829081,0.261451,0.770958,0.319043,0.436363,0,0.125857,0.0426719,0.0924198,0.0403173,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.528746,0.0473421,0.680223,0.335896,0.692528,0.321563,0.721726,0.279237,0.754199,0.271674,0.680223,0.335896,0.288554,0,0.27326,0.136293,0.19693,0.120389,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.545217,0.134263,0.668701,0.332817,0.67762,0.320915,0.708662,0.292346,0.760404,0.280402,0.668701,0.332817,0.198554,0,0.531686,0.304213,0.383158,0.250185,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.455181,-0.587397,0.646637,0.0308521,0.67528,0.00162935,0.727866,-0.0761818,0.736298,-0.0415331,0.646637,0.0308521,0.618249,0,0.111394,0.0371964,0.0899059,0.0360438,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.562098,0.0764542,0.671187,0.333399,0.685863,0.319507,0.71875,0.299237,0.74398,0.298535,0.671187,0.333399,0.256945,0,0.200742,0.106474,0.162445,0.0969223,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.381014,-0.95632,0.55049,-0.0515575,0.577884,-0.106634,0.638784,-0.20511,0.668096,-0.171699,0.55049,-0.0515575,0.904763,0,0.163776,0.0639443,0.121425,0.0587554,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.547019,-0.0403568,0.681305,0.255424,0.695047,0.23093,0.731546,0.191797,0.763296,0.172127,0.681305,0.255424,0.295781,0,0.217657,0.102762,0.159769,0.0906083,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,13,7,2,highest
