threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.941,0,0,full,1536,1,1,,,not_target_layer
0.941,0,1,full,1536,1,1,,,not_target_layer
0.941,0,2,full,1536,1,1,,,not_target_layer
0.941,0,3,full,1536,1,1,,,not_target_layer
0.941,0,4,full,1536,1,1,,,not_target_layer
0.941,0,5,full,1536,1,1,,,not_target_layer
0.941,0,6,full,1536,1,1,,,not_target_layer
0.941,0,7,full,1536,1,1,,,not_target_layer
0.941,1,0,full,1536,1,1,,,not_target_layer
0.941,1,1,full,1536,1,1,,,not_target_layer
0.941,1,2,full,1536,1,1,,,not_target_layer
0.941,1,3,full,1536,1,1,,,not_target_layer
0.941,1,4,full,1536,1,1,,,not_target_layer
0.941,1,5,full,1536,1,1,,,not_target_layer
0.941,1,6,full,1536,1,1,,,not_target_layer
0.941,1,7,full,1536,1,1,,,not_target_layer
0.941,2,0,full,1536,1,1,,,not_target_layer
0.941,2,1,full,1536,1,1,,,not_target_layer
0.941,2,2,full,1536,1,1,,,not_target_layer
0.941,2,3,full,1536,1,1,,,not_target_layer
0.941,2,4,full,1536,1,1,,,not_target_layer
0.941,2,5,full,1536,1,1,,,not_target_layer
0.941,2,6,full,1536,1,1,,,not_target_layer
0.941,2,7,full,1536,1,1,,,not_target_layer
0.941,3,0,full,1536,1,1,,,not_target_layer
0.941,3,1,full,1536,1,1,,,not_target_layer
0.941,3,2,full,1536,1,1,,,not_target_layer
0.941,3,3,full,1536,1,1,,,not_target_layer
0.941,3,4,full,1536,1,1,,,not_target_layer
0.941,3,5,full,1536,1,1,,,not_target_layer
0.941,3,6,full,1536,1,1,,,not_target_layer
0.941,3,7,full,1536,1,1,,,not_target_layer
0.941,4,0,full,1536,1,1,,,not_target_layer
0.941,4,1,full,1536,1,1,,,not_target_layer
0.941,4,2,full,1536,1,1,,,not_target_layer
0.941,4,3,full,1536,1,1,,,not_target_layer
0.941,4,4,full,1536,1,1,,,not_target_layer
0.941,4,5,full,1536,1,1,,,not_target_layer
0.941,4,6,compact,768,0.5,0,,,seed_l24_l10h3_l8h1_l20h2_add_l4h6
0.941,4,7,full,1536,1,1,,,not_target_layer
0.941,5,0,full,1536,1,1,,,not_target_layer
0.941,5,1,full,1536,1,1,,,not_target_layer
0.941,5,2,full,1536,1,1,,,not_target_layer
0.941,5,3,full,1536,1,1,,,not_target_layer
0.941,5,4,full,1536,1,1,,,not_target_layer
0.941,5,5,full,1536,1,1,,,not_target_layer
