0, 16428, 81920, 100
1, 18073, 81920, 41
2, 21159, 81920, 100
3, 28571, 81920, 100
4, 34271, 81920, 100
5, 31130, 81920, 100
6, 33043, 81920, 85
7, 23504, 81920, 100
