0, 64739, 81920, 0
1, 65139, 81920, 0
2, 68205, 81920, 0
3, 27879, 81920, 68
4, 9365, 81920, 72
5, 32765, 81920, 68
6, 18835, 81920, 64
7, 24802, 81920, 55
