method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.107162,-0.358566,0.2728,-0.100146,0.276067,-0.100323,0.318423,-0.135003,0.390843,-0.151024,0.2728,-0.100146,0.25842,0,22.1891,16.851,18.016,15.0605,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.106187,-0.235464,0.264704,-0.0466181,0.267066,-0.0482216,0.295404,-0.0972736,0.367907,-0.102465,0.264704,-0.0466181,0.188846,0,31.2931,24.6208,25.7514,22.0874,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.102266,-0.275186,0.277653,-0.0808861,0.280201,-0.0839357,0.305866,-0.136605,0.400391,-0.142947,0.277653,-0.0808861,0.1943,0,25.101,19.4049,20.2644,16.7624,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.204196,-0.216463,0.336215,-0.0516553,0.339952,-0.0534519,0.365223,-0.06231,0.452417,-0.0913422,0.336215,-0.0516553,0.164808,0,11.5593,9.17411,9.63183,7.91394,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.204255,-0.626066,0.408247,-0.10495,0.414504,-0.107767,0.463672,-0.156223,0.549656,-0.148866,0.408247,-0.10495,0.521115,0,7.3473,4.88566,5.43316,4.10239,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.106608,-0.506159,0.31419,-0.132588,0.31717,-0.134703,0.347041,-0.195279,0.440321,-0.225743,0.31419,-0.132588,0.373571,0,22.603,16.4715,17.3398,14.1184,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.234539,-0.23643,0.372719,-0.0657084,0.376316,-0.0685905,0.395235,-0.0904431,0.476702,-0.116105,0.372719,-0.0657084,0.170722,0,13.0922,10.2908,10.7165,8.90452,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.0853263,-0.183953,0.238186,-0.0618318,0.240777,-0.0631286,0.238732,-0.0851176,0.337511,-0.0897349,0.238186,-0.0618318,0.122121,0,20.968,17.4204,17.4779,15.16,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,27,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.208548,-0.343089,0.340637,-0.146467,0.344732,-0.147407,0.387927,-0.187253,0.459109,-0.21355,0.340637,-0.146467,0.196621,0,14.6541,11.3372,12.2389,10.0187,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.126476,-0.24256,0.306858,-0.0958292,0.30982,-0.0964212,0.335475,-0.122015,0.427073,-0.137981,0.306858,-0.0958292,0.146731,0,21.4403,16.3076,17.0433,14.0598,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.112855,-0.365001,0.283398,-0.155875,0.286091,-0.157747,0.318945,-0.194575,0.428212,-0.207829,0.283398,-0.155875,0.209126,0,20.4171,15.6499,16.4992,13.1391,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.12922,-0.39115,0.345445,-0.0854908,0.350251,-0.087329,0.369346,-0.104026,0.484442,-0.123453,0.345445,-0.0854908,0.305659,0,8.82334,6.40766,6.70749,5.23825,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.208078,-0.682212,0.416942,-0.232228,0.424948,-0.234139,0.513657,-0.338677,0.603273,-0.320687,0.416942,-0.232228,0.449984,0,5.14233,3.11708,3.77602,2.54271,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.123306,-0.435476,0.38946,-0.194625,0.393193,-0.197476,0.412059,-0.251445,0.51684,-0.229407,0.38946,-0.194625,0.240851,0,16.0284,10.7079,11.1655,8.79959,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.185041,-0.470482,0.398724,-0.11355,0.403417,-0.116272,0.417435,-0.146959,0.515583,-0.146342,0.398724,-0.11355,0.356931,0,9.2604,6.58289,6.8416,5.47383,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.0482126,-0.159417,0.230188,-0.0996823,0.232845,-0.100653,0.247722,-0.144765,0.346337,-0.174839,0.230188,-0.0996823,0.0597342,0,19.8957,15.6531,16.0566,13.6012,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,27,7,2,highest
