threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.84,0,0,full,1536,1,1,,,not_target_layer
0.84,0,1,full,1536,1,1,,,not_target_layer
0.84,0,2,full,1536,1,1,,,not_target_layer
0.84,0,3,full,1536,1,1,,,not_target_layer
0.84,0,4,full,1536,1,1,,,not_target_layer
0.84,0,5,full,1536,1,1,,,not_target_layer
0.84,0,6,full,1536,1,1,,,not_target_layer
0.84,0,7,full,1536,1,1,,,not_target_layer
0.84,1,0,full,1536,1,1,,,not_target_layer
0.84,1,1,full,1536,1,1,,,not_target_layer
0.84,1,2,full,1536,1,1,,,not_target_layer
0.84,1,3,full,1536,1,1,,,not_target_layer
0.84,1,4,full,1536,1,1,,,not_target_layer
0.84,1,5,full,1536,1,1,,,not_target_layer
0.84,1,6,full,1536,1,1,,,not_target_layer
0.84,1,7,full,1536,1,1,,,not_target_layer
0.84,2,0,full,1536,1,1,,,not_target_layer
0.84,2,1,full,1536,1,1,,,not_target_layer
0.84,2,2,full,1536,1,1,,,not_target_layer
0.84,2,3,full,1536,1,1,,,not_target_layer
0.84,2,4,full,1536,1,1,,,not_target_layer
0.84,2,5,full,1536,1,1,,,not_target_layer
0.84,2,6,full,1536,1,1,,,not_target_layer
0.84,2,7,full,1536,1,1,,,not_target_layer
0.84,3,0,full,1536,1,1,,,not_target_layer
0.84,3,1,full,1536,1,1,,,not_target_layer
0.84,3,2,full,1536,1,1,,,not_target_layer
0.84,3,3,full,1536,1,1,,,not_target_layer
0.84,3,4,full,1536,1,1,,,not_target_layer
0.84,3,5,full,1536,1,1,,,not_target_layer
0.84,3,6,full,1536,1,1,,,not_target_layer
0.84,3,7,full,1536,1,1,,,not_target_layer
0.84,4,0,full,1536,1,1,,,not_target_layer
0.84,4,1,full,1536,1,1,,,not_target_layer
0.84,4,2,full,1536,1,1,,,not_target_layer
0.84,4,3,full,1536,1,1,,,not_target_layer
0.84,4,4,full,1536,1,1,,,not_target_layer
0.84,4,5,full,1536,1,1,,,not_target_layer
0.84,4,6,full,1536,1,1,,,not_target_layer
0.84,4,7,full,1536,1,1,,,not_target_layer
0.84,5,0,full,1536,1,1,,,not_target_layer
0.84,5,1,full,1536,1,1,,,not_target_layer
0.84,5,2,full,1536,1,1,,,not_target_layer
0.84,5,3,full,1536,1,1,,,not_target_layer
0.84,5,4,full,1536,1,1,,,not_target_layer
0.84,5,5,full,1536,1,1,,,not_target_layer
0.84,5,6,full,1536,1,1,,,not_target_layer
0.84,5,7,full,1536,1,1,,,not_target_layer
0.84,6,0,full,1536,1,1,,,not_target_layer
0.84,6,1,full,1536,1,1,,,not_target_layer
0.84,6,2,full,1536,1,1,,,not_target_layer
0.84,6,3,full,1536,1,1,,,not_target_layer
0.84,6,4,full,1536,1,1,,,not_target_layer
0.84,6,5,full,1536,1,1,,,not_target_layer
0.84,6,6,full,1536,1,1,,,not_target_layer
0.84,6,7,full,1536,1,1,,,not_target_layer
0.84,7,0,full,1536,1,1,,,not_target_layer
0.84,7,1,full,1536,1,1,,,not_target_layer
