method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.415985,-0.622098,0.573583,0.0406548,0.607992,-0.00395584,0.653478,-0.0346917,0.672094,-0.0038439,0.573583,0.0406548,0.662753,0,0.105034,0.0307094,0.0718588,0.0290596,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.575199,-0.368914,0.679308,0.277069,0.718951,0.218091,0.753016,0.123931,0.763773,0.17161,0.679308,0.277069,0.645983,0,0.0673587,0.0149211,0.0572939,0.0142713,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.472557,-0.522103,0.640017,0.0472618,0.67446,0.0130486,0.728391,-0.0195924,0.73224,0.0185347,0.640017,0.0472618,0.569365,0,0.0983231,0.0270776,0.0791522,0.0266939,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.192184,-0.252278,0.309434,0.00974286,0.331372,-0.00801265,0.384572,-0.0373672,0.408388,-0.0360548,0.309434,0.00974286,0.262021,0,0.1853,0.0904479,0.145732,0.0869477,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.447546,-0.0876521,0.522327,0.175783,0.542992,0.152212,0.596776,0.121612,0.603759,0.1208,0.522327,0.175783,0.263435,0,0.115481,0.0581623,0.105999,0.057155,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.274567,-0.942044,0.452403,-0.168806,0.485768,-0.2335,0.554177,-0.295678,0.57178,-0.254116,0.452403,-0.168806,0.773238,0,0.0919225,0.0359172,0.0867629,0.0344991,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.361606,0.00249398,0.5066,0.193872,0.516321,0.182004,0.575302,0.177252,0.635873,0.150984,0.5066,0.193872,0.191378,0,0.363698,0.216027,0.291835,0.185217,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.504079,-0.831293,0.61677,0.00246191,0.67723,-0.0233016,0.758189,-0.108545,0.7461,-0.0535567,0.61677,0.00246191,0.833755,0,0.0635162,0.013453,0.0788026,0.0141256,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,9,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.349296,-0.44329,0.558632,0.130681,0.588225,0.0962416,0.650249,-0.00255227,0.657407,0.0656942,0.558632,0.130681,0.573971,0,0.112229,0.0333908,0.0920957,0.0327074,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.666818,-0.21107,0.77362,0.442951,0.816072,0.401836,0.839138,0.316333,0.836538,0.375729,0.77362,0.442951,0.654021,0,0.0658295,0.00907605,0.0654578,0.00922277,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.52408,-0.476095,0.691508,0.20119,0.727929,0.167794,0.777117,0.0657706,0.783379,0.104212,0.691508,0.20119,0.677284,0,0.0953549,0.0226516,0.0787413,0.0220153,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.210844,-0.183917,0.329012,0.0192747,0.349536,0.00456285,0.42821,-0.0420251,0.437651,-0.0405291,0.329012,0.0192747,0.203192,0,0.16757,0.0894207,0.149192,0.0879441,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.443787,0.0104666,0.527887,0.201337,0.548354,0.187534,0.605636,0.158165,0.608987,0.166228,0.527887,0.201337,0.190871,0,0.116784,0.0539082,0.107673,0.05345,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.241782,-1.12896,0.429183,-0.211764,0.461342,-0.280027,0.534612,-0.358095,0.551999,-0.311999,0.429183,-0.211764,0.9172,0,0.109442,0.0405044,0.0847616,0.0389911,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.434734,0.0421541,0.584622,0.246246,0.59485,0.236873,0.639113,0.228078,0.678953,0.21372,0.584622,0.246246,0.204092,0,0.327355,0.182938,0.259193,0.162743,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.535365,-0.684604,0.711699,0.290533,0.762732,0.280756,0.808139,0.193844,0.815558,0.243103,0.711699,0.290533,0.975137,0,0.0730987,0.0129782,0.0519164,0.0124764,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,9,7,2,highest
