threshold,compact_layer,compressed_heads,selected_budget,budget_fraction,entry_saving_fraction,note
0.943,heads,12,768,0.5,0.0267857,"Layer24 safe seed plus 10:3,8:1,20:2 and candidate 12:4 at 50% per-head budget."
