threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.943,0,0,full,1536,1,1,,,not_target_layer
0.943,0,1,full,1536,1,1,,,not_target_layer
0.943,0,2,full,1536,1,1,,,not_target_layer
0.943,0,3,full,1536,1,1,,,not_target_layer
0.943,0,4,full,1536,1,1,,,not_target_layer
0.943,0,5,full,1536,1,1,,,not_target_layer
0.943,0,6,full,1536,1,1,,,not_target_layer
0.943,0,7,full,1536,1,1,,,not_target_layer
0.943,1,0,full,1536,1,1,,,not_target_layer
0.943,1,1,full,1536,1,1,,,not_target_layer
0.943,1,2,full,1536,1,1,,,not_target_layer
0.943,1,3,full,1536,1,1,,,not_target_layer
0.943,1,4,full,1536,1,1,,,not_target_layer
0.943,1,5,full,1536,1,1,,,not_target_layer
0.943,1,6,full,1536,1,1,,,not_target_layer
0.943,1,7,full,1536,1,1,,,not_target_layer
0.943,2,0,full,1536,1,1,,,not_target_layer
0.943,2,1,full,1536,1,1,,,not_target_layer
0.943,2,2,full,1536,1,1,,,not_target_layer
0.943,2,3,full,1536,1,1,,,not_target_layer
0.943,2,4,full,1536,1,1,,,not_target_layer
0.943,2,5,full,1536,1,1,,,not_target_layer
0.943,2,6,full,1536,1,1,,,not_target_layer
0.943,2,7,full,1536,1,1,,,not_target_layer
0.943,3,0,full,1536,1,1,,,not_target_layer
0.943,3,1,full,1536,1,1,,,not_target_layer
0.943,3,2,full,1536,1,1,,,not_target_layer
0.943,3,3,full,1536,1,1,,,not_target_layer
0.943,3,4,full,1536,1,1,,,not_target_layer
0.943,3,5,full,1536,1,1,,,not_target_layer
0.943,3,6,full,1536,1,1,,,not_target_layer
0.943,3,7,full,1536,1,1,,,not_target_layer
0.943,4,0,full,1536,1,1,,,not_target_layer
0.943,4,1,full,1536,1,1,,,not_target_layer
0.943,4,2,full,1536,1,1,,,not_target_layer
0.943,4,3,full,1536,1,1,,,not_target_layer
0.943,4,4,full,1536,1,1,,,not_target_layer
0.943,4,5,full,1536,1,1,,,not_target_layer
0.943,4,6,full,1536,1,1,,,not_target_layer
0.943,4,7,full,1536,1,1,,,not_target_layer
0.943,5,0,full,1536,1,1,,,not_target_layer
0.943,5,1,full,1536,1,1,,,not_target_layer
0.943,5,2,full,1536,1,1,,,not_target_layer
0.943,5,3,full,1536,1,1,,,not_target_layer
0.943,5,4,full,1536,1,1,,,not_target_layer
0.943,5,5,full,1536,1,1,,,not_target_layer
0.943,5,6,full,1536,1,1,,,not_target_layer
0.943,5,7,full,1536,1,1,,,not_target_layer
0.943,6,0,full,1536,1,1,,,not_target_layer
0.943,6,1,full,1536,1,1,,,not_target_layer
0.943,6,2,full,1536,1,1,,,not_target_layer
0.943,6,3,full,1536,1,1,,,not_target_layer
0.943,6,4,full,1536,1,1,,,not_target_layer
0.943,6,5,full,1536,1,1,,,not_target_layer
0.943,6,6,full,1536,1,1,,,not_target_layer
0.943,6,7,full,1536,1,1,,,not_target_layer
0.943,7,0,full,1536,1,1,,,not_target_layer
0.943,7,1,full,1536,1,1,,,not_target_layer
0.943,7,2,full,1536,1,1,,,not_target_layer
0.943,7,3,full,1536,1,1,,,not_target_layer
0.943,7,4,full,1536,1,1,,,not_target_layer
0.943,7,5,full,1536,1,1,,,not_target_layer
0.943,7,6,full,1536,1,1,,,not_target_layer
0.943,7,7,full,1536,1,1,,,not_target_layer
0.943,8,0,full,1536,1,1,,,not_target_layer
0.943,8,1,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2 and candidate 12:4 at 50% per-head budget."
0.943,8,2,full,1536,1,1,,,not_target_layer
0.943,8,3,full,1536,1,1,,,not_target_layer
0.943,8,4,full,1536,1,1,,,not_target_layer
0.943,8,5,full,1536,1,1,,,not_target_layer
0.943,8,6,full,1536,1,1,,,not_target_layer
0.943,8,7,full,1536,1,1,,,not_target_layer
0.943,9,0,full,1536,1,1,,,not_target_layer
0.943,9,1,full,1536,1,1,,,not_target_layer
0.943,9,2,full,1536,1,1,,,not_target_layer
0.943,9,3,full,1536,1,1,,,not_target_layer
0.943,9,4,full,1536,1,1,,,not_target_layer
0.943,9,5,full,1536,1,1,,,not_target_layer
0.943,9,6,full,1536,1,1,,,not_target_layer
0.943,9,7,full,1536,1,1,,,not_target_layer
0.943,10,0,full,1536,1,1,,,not_target_layer
0.943,10,1,full,1536,1,1,,,not_target_layer
0.943,10,2,full,1536,1,1,,,not_target_layer
0.943,10,3,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2 and candidate 12:4 at 50% per-head budget."
0.943,10,4,full,1536,1,1,,,not_target_layer
0.943,10,5,full,1536,1,1,,,not_target_layer
0.943,10,6,full,1536,1,1,,,not_target_layer
0.943,10,7,full,1536,1,1,,,not_target_layer
0.943,11,0,full,1536,1,1,,,not_target_layer
0.943,11,1,full,1536,1,1,,,not_target_layer
0.943,11,2,full,1536,1,1,,,not_target_layer
0.943,11,3,full,1536,1,1,,,not_target_layer
0.943,11,4,full,1536,1,1,,,not_target_layer
0.943,11,5,full,1536,1,1,,,not_target_layer
0.943,11,6,full,1536,1,1,,,not_target_layer
0.943,11,7,full,1536,1,1,,,not_target_layer
0.943,12,0,full,1536,1,1,,,not_target_layer
0.943,12,1,full,1536,1,1,,,not_target_layer
0.943,12,2,full,1536,1,1,,,not_target_layer
0.943,12,3,full,1536,1,1,,,not_target_layer
0.943,12,4,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2 and candidate 12:4 at 50% per-head budget."
0.943,12,5,full,1536,1,1,,,not_target_layer
0.943,12,6,full,1536,1,1,,,not_target_layer
0.943,12,7,full,1536,1,1,,,not_target_layer
0.943,13,0,full,1536,1,1,,,not_target_layer
0.943,13,1,full,1536,1,1,,,not_target_layer
0.943,13,2,full,1536,1,1,,,not_target_layer
0.943,13,3,full,1536,1,1,,,not_target_layer
0.943,13,4,full,1536,1,1,,,not_target_layer
0.943,13,5,full,1536,1,1,,,not_target_layer
0.943,13,6,full,1536,1,1,,,not_target_layer
0.943,13,7,full,1536,1,1,,,not_target_layer
0.943,14,0,full,1536,1,1,,,not_target_layer
0.943,14,1,full,1536,1,1,,,not_target_layer
0.943,14,2,full,1536,1,1,,,not_target_layer
0.943,14,3,full,1536,1,1,,,not_target_layer
0.943,14,4,full,1536,1,1,,,not_target_layer
0.943,14,5,full,1536,1,1,,,not_target_layer
0.943,14,6,full,1536,1,1,,,not_target_layer
0.943,14,7,full,1536,1,1,,,not_target_layer
