method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.294623,-1.04219,0.537884,-0.0422523,0.624493,-0.245283,0.41474,-0.7114,0.5323,-0.190373,0.537884,-0.0422523,0.999937,0,0.0419265,0.000753813,0.0472334,0.000602396,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.0814161,-1.82483,0.436279,-0.104583,0.525596,-0.331945,0.282177,-0.961147,0.448504,-0.304225,0.436279,-0.104583,1.72025,0,0.0442092,0.000846028,0.0462779,0.000649994,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,-0.198614,-1.35467,0.440375,-0.0505656,0.553992,-0.138358,0.346779,-0.498649,0.445588,-0.145672,0.440375,-0.0505656,1.3041,0,0.0412565,0.000758345,0.0416858,0.000643634,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.288991,-1.09649,0.510156,-0.00806069,0.573816,-0.185056,0.455485,-0.550125,0.533764,-0.109108,0.510156,-0.00806069,1.08843,0,0.0422725,0.00136769,0.0413489,0.00117107,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.410009,-0.234764,0.490794,0.0994878,0.540806,0.0325434,0.460172,-0.114316,0.504114,0.0473194,0.490794,0.0994878,0.334252,0,0.0452313,0.00172586,0.0584126,0.00158537,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.447893,-0.669723,0.588591,0.123101,0.692245,0.0021565,0.438156,-0.565674,0.596828,-0.0156603,0.588591,0.123101,0.792823,0,0.0479173,0.000668596,0.0466386,0.000479776,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.441564,-0.942153,0.673066,0.00831455,0.782872,-0.0977099,0.512235,-0.637791,0.666833,-0.120733,0.673066,0.00831455,0.950468,0,0.0400691,0.000442264,0.0445083,0.000302087,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.380944,-0.496026,0.529777,0.124987,0.569436,0.0288457,0.465524,-0.181601,0.549446,0.0578255,0.529777,0.124987,0.621013,0,0.0443415,0.00139832,0.0428882,0.00117876,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,1,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.385377,-0.686268,0.579961,0.159179,0.659581,0.00196826,0.453332,-0.433656,0.58266,0.0168149,0.579961,0.159179,0.845447,0,0.0460593,0.000756142,0.0389819,0.000577258,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.0712109,-1.26469,0.400606,-0.099718,0.481694,-0.30278,0.288333,-0.757248,0.427703,-0.252389,0.400606,-0.099718,1.16498,0,0.0393151,0.000950891,0.0395909,0.000764672,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,-0.10024,-1.65739,0.532672,-0.0440953,0.660716,-0.211949,0.39449,-0.722207,0.551514,-0.212194,0.532672,-0.0440953,1.61329,0,0.0464019,0.00065783,0.0374043,0.000487238,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.278991,-0.92763,0.474885,-0.030872,0.531189,-0.207522,0.426783,-0.514789,0.497041,-0.138624,0.474885,-0.030872,0.896758,0,0.0447067,0.00173591,0.0409852,0.00152314,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.425435,-0.0982696,0.517741,0.140947,0.582903,0.102845,0.48982,-0.0612344,0.546779,0.0981917,0.517741,0.140947,0.239217,0,0.040054,0.00123703,0.0379442,0.00109892,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.491445,-0.384824,0.704637,0.332615,0.794637,0.28161,0.641265,-0.0980573,0.727017,0.24433,0.704637,0.332615,0.717439,0,0.0389035,0.000554488,0.0370096,0.000421944,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.506168,-0.470865,0.704849,0.262829,0.810155,0.219028,0.539082,-0.328876,0.688221,0.128919,0.704849,0.262829,0.733695,0,0.0456884,0.000424483,0.0422237,0.000287133,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.487822,-0.0816081,0.627137,0.325534,0.677344,0.245751,0.555176,0.0513358,0.646186,0.250713,0.627137,0.325534,0.407142,0,0.0395502,0.00100656,0.039883,0.000800617,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,1,7,2,highest
