method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,mlp_residual,256,0.5,0.997902,-0.0420386,0.71808,-0.0480995,0.735556,-0.0421727,0.998287,-0.0376058,0.961056,-0.0649157,0.998287,-0.0376058,0.0044328,0.0104938,0.054127,0.0111554,1.88611,0.253567,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,0,2,highest
mlp_residual,mlp_residual,256,0.5,0.982987,0.246177,0.663479,0.105782,0.67954,0.116061,0.987907,0.261394,0.933533,0.248967,0.987907,0.261394,0.0152167,0.155612,0.226858,0.130484,3.68927,0.717162,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,1,2,highest
mlp_residual,mlp_residual,256,0.5,0.998238,0.500213,0.733875,0.217317,0.743491,0.228338,0.999176,0.507613,0.962873,0.391568,0.999176,0.507613,0.00739992,0.290296,0.0642704,0.0101573,3.31409,0.457753,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,2,2,highest
mlp_residual,mlp_residual,256,0.5,0.999461,0.485902,0.814325,0.254887,0.820695,0.262704,0.999699,0.489892,0.97062,0.385574,0.999699,0.489892,0.00399065,0.235006,0.0612646,0.00688896,4.26894,0.673378,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,3,2,highest
mlp_residual,learned_compact_values,256,0.5,0.958054,-0.125095,0.658192,-0.0789174,0.676207,-0.0737002,0.971026,-0.112504,0.923173,-0.1601,0.676207,-0.0737002,0.0513952,0.00521719,0.371975,0.232196,2.73155,0.615682,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,4,2,highest
mlp_residual,mlp_residual,256,0.5,0.999399,0.397425,0.77591,0.253125,0.784853,0.261838,0.99968,0.401168,0.968858,0.335576,0.99968,0.401168,0.00374228,0.148043,0.0453562,0.00376675,2.68461,0.366298,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,5,2,highest
mlp_residual,mlp_residual,256,0.5,0.998778,0.309876,0.721168,0.157795,0.732004,0.167411,0.999265,0.315126,0.963242,0.247009,0.999265,0.315126,0.00525028,0.157331,0.0578505,0.00702514,2.72277,0.351408,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,6,2,highest
mlp_residual,mlp_residual,256,0.5,0.999781,0.534794,0.809928,0.36549,0.817962,0.373554,0.999835,0.536785,0.975889,0.459534,0.999835,0.536785,0.00199175,0.171296,0.0393634,0.00198321,2.32181,0.289742,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,7,2,highest
mlp_residual,mlp_residual,256,0.5,0.99938,-0.1018,0.781647,-0.190874,0.796975,-0.180201,0.999462,-0.101191,0.974621,-0.117175,0.999462,-0.101191,0.000609159,0.0896827,0.0472777,0.00310164,1.30447,0.146399,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,0,2,highest
mlp_residual,fused_residual,256,0.5,0.990019,0.305428,0.672686,0.162573,0.689644,0.17406,0.994837,0.310753,0.94731,0.316361,0.94731,0.316361,0.0109332,0.153788,0.131398,0.0489702,3.16687,0.499727,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,1,2,highest
mlp_residual,mlp_residual,256,0.5,0.999685,0.740182,0.795805,0.544262,0.804078,0.553025,0.999703,0.742089,0.972821,0.692902,0.999703,0.742089,0.00190717,0.197828,0.0568664,0.00387986,2.70552,0.354864,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,2,2,highest
mlp_residual,mlp_residual,256,0.5,0.999792,0.598222,0.829735,0.481205,0.836515,0.485872,0.99983,0.599278,0.978678,0.552221,0.99983,0.599278,0.00105608,0.118074,0.0558258,0.00311583,3.13298,0.39054,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,3,2,highest
mlp_residual,learned_compact_values,256,0.5,0.961008,-0.167565,0.643931,-0.169008,0.663475,-0.161713,0.975217,-0.164737,0.930216,-0.212459,0.663475,-0.161713,0.00585258,0.00729513,0.312359,0.169703,2.4972,0.477845,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,4,2,highest
mlp_residual,mlp_residual,256,0.5,0.99972,0.420294,0.789226,0.312139,0.798966,0.318121,0.999782,0.421561,0.975629,0.363111,0.999782,0.421561,0.00126725,0.109422,0.0431556,0.0020824,2.06048,0.233106,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,5,2,highest
mlp_residual,mlp_residual,256,0.5,0.999707,0.402806,0.763133,0.285299,0.773404,0.292596,0.999762,0.404142,0.972625,0.342985,0.999762,0.404142,0.00133568,0.118844,0.0401327,0.00216187,2.18931,0.248258,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,6,2,highest
mlp_residual,learned_compact_values,256,0.5,0.999798,0.29372,0.811361,0.310938,0.820678,0.314145,0.999843,0.294597,0.978383,0.27611,0.820678,0.314145,0.0204251,0.00320703,0.0378846,0.00150554,1.8306,0.206834,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,7,2,highest
