threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.965,0,0,full,1536,1,1,,,not_target_layer
0.965,0,1,full,1536,1,1,,,not_target_layer
0.965,0,2,full,1536,1,1,,,not_target_layer
0.965,0,3,full,1536,1,1,,,not_target_layer
0.965,0,4,full,1536,1,1,,,not_target_layer
0.965,0,5,full,1536,1,1,,,not_target_layer
0.965,0,6,full,1536,1,1,,,not_target_layer
0.965,0,7,full,1536,1,1,,,not_target_layer
0.965,1,0,full,1536,1,1,,,not_target_layer
0.965,1,1,full,1536,1,1,,,not_target_layer
0.965,1,2,full,1536,1,1,,,not_target_layer
0.965,1,3,full,1536,1,1,,,not_target_layer
0.965,1,4,full,1536,1,1,,,not_target_layer
0.965,1,5,full,1536,1,1,,,not_target_layer
0.965,1,6,full,1536,1,1,,,not_target_layer
0.965,1,7,full,1536,1,1,,,not_target_layer
0.965,2,0,full,1536,1,1,,,not_target_layer
0.965,2,1,full,1536,1,1,,,not_target_layer
0.965,2,2,full,1536,1,1,,,not_target_layer
0.965,2,3,full,1536,1,1,,,not_target_layer
0.965,2,4,full,1536,1,1,,,not_target_layer
0.965,2,5,full,1536,1,1,,,not_target_layer
0.965,2,6,full,1536,1,1,,,not_target_layer
0.965,2,7,full,1536,1,1,,,not_target_layer
0.965,3,0,full,1536,1,1,,,not_target_layer
0.965,3,1,full,1536,1,1,,,not_target_layer
0.965,3,2,full,1536,1,1,,,not_target_layer
0.965,3,3,full,1536,1,1,,,not_target_layer
0.965,3,4,full,1536,1,1,,,not_target_layer
0.965,3,5,full,1536,1,1,,,not_target_layer
0.965,3,6,full,1536,1,1,,,not_target_layer
0.965,3,7,full,1536,1,1,,,not_target_layer
0.965,4,0,full,1536,1,1,,,not_target_layer
0.965,4,1,full,1536,1,1,,,not_target_layer
0.965,4,2,full,1536,1,1,,,not_target_layer
0.965,4,3,full,1536,1,1,,,not_target_layer
0.965,4,4,full,1536,1,1,,,not_target_layer
0.965,4,5,full,1536,1,1,,,not_target_layer
0.965,4,6,full,1536,1,1,,,not_target_layer
0.965,4,7,full,1536,1,1,,,not_target_layer
0.965,5,0,full,1536,1,1,,,not_target_layer
0.965,5,1,full,1536,1,1,,,not_target_layer
0.965,5,2,full,1536,1,1,,,not_target_layer
0.965,5,3,full,1536,1,1,,,not_target_layer
0.965,5,4,full,1536,1,1,,,not_target_layer
0.965,5,5,full,1536,1,1,,,not_target_layer
