method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.313246,-0.152673,0.513601,0.102372,0.532083,0.0861931,0.573702,0.0683328,0.513601,0.102372,0.255045,0,0.108236,0.0399446,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.739823,0.0431026,0.787906,0.389095,0.829247,0.386132,0.864694,0.338171,0.787906,0.389095,0.345993,0,0.055863,0.00851833,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.569826,-0.410712,0.702862,0.0310134,0.722615,-0.0177033,0.745484,-0.0286678,0.702862,0.0310134,0.441725,0,0.0892363,0.0278113,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.576174,-0.431491,0.716243,0.127813,0.74787,0.0780533,0.770763,0.037828,0.716243,0.127813,0.559304,0,0.0700758,0.0153299,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.461807,-1.05782,0.591486,-0.106556,0.626177,-0.142646,0.716157,-0.388959,0.591486,-0.106556,0.951266,0,0.0712311,0.0192322,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.609873,-0.0204438,0.756247,0.315236,0.793654,0.29359,0.802175,0.252694,0.756247,0.315236,0.33568,0,0.0724607,0.011397,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.379549,-0.410098,0.590184,0.0610864,0.620589,0.0295141,0.65604,-0.00149453,0.590184,0.0610864,0.471184,0,0.0922637,0.0269136,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.225404,-0.135887,0.369754,0.041515,0.386942,0.0341923,0.45991,0.0132663,0.369754,0.041515,0.177402,0,0.182253,0.0865584,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,8,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.38017,-0.0738209,0.55841,0.166899,0.575617,0.142394,0.614942,0.103755,0.55841,0.166899,0.24072,0,0.110054,0.0402163,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,0,2,highest
mlp_residual,learned_compact_values,64,0.125,0.609687,-0.0402,0.745588,0.330168,0.797217,0.340062,0.839573,0.297452,0.797217,0.340062,0.380262,0.00989377,0.0544932,0.00805857,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.606343,-0.392365,0.716377,0.0909002,0.73677,0.0285715,0.767577,-0.0191255,0.716377,0.0909002,0.483265,0,0.0920843,0.0265444,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.615311,-0.269441,0.754883,0.234183,0.779201,0.179351,0.792507,0.11599,0.754883,0.234183,0.503624,0,0.067063,0.0168283,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.384791,-1.58722,0.557981,-0.130105,0.601145,-0.173812,0.674312,-0.421301,0.557981,-0.130105,1.45711,0,0.0692729,0.0173669,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.493226,-0.44502,0.693634,0.131489,0.742152,0.104526,0.759137,0.0172656,0.693634,0.131489,0.576509,0,0.0604559,0.0105552,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.349384,-0.619334,0.580095,0.0450938,0.613318,0.0237584,0.658466,-0.171597,0.580095,0.0450938,0.664428,0,0.0870607,0.024285,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.277003,-0.194626,0.40946,-0.0188385,0.429039,-0.0336072,0.512763,-0.0788138,0.40946,-0.0188385,0.175788,0,0.160505,0.0804328,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,8,7,2,highest
