method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.520118,-0.575792,0.690378,0.395959,0.782594,0.351588,0.770063,0.171232,0.773894,0.344737,0.690378,0.395959,0.971752,0,0.0366447,0.00216051,0.036242,0.00212451,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.513075,-0.145216,0.661658,0.263245,0.71525,0.238918,0.728548,0.161642,0.732258,0.227179,0.661658,0.263245,0.408462,0,0.0540784,0.00791383,0.0546921,0.00780568,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.0878556,-0.345485,0.255738,-0.0705099,0.275455,-0.110517,0.310722,-0.134303,0.318086,-0.113705,0.255738,-0.0705099,0.274975,0,0.102503,0.0426555,0.0951493,0.0421997,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.233188,-1.44982,0.525296,-0.0589302,0.589402,-0.146053,0.582299,-0.318347,0.613436,-0.14112,0.525296,-0.0589302,1.39089,0,0.0647021,0.00758249,0.049282,0.00701725,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.242335,-0.7931,0.46044,0.0357217,0.504472,-0.0453632,0.525497,-0.139498,0.532296,-0.0487287,0.46044,0.0357217,0.828822,0,0.0606745,0.0131035,0.059559,0.0129157,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.3539,-0.307272,0.501667,0.0632803,0.516801,0.0185399,0.558906,0.00827062,0.554966,0.0259848,0.501667,0.0632803,0.370552,0,0.0659987,0.0222683,0.0665276,0.0224672,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.561207,-0.434137,0.673929,0.230826,0.723429,0.172738,0.736735,0.0751106,0.741678,0.169998,0.673929,0.230826,0.664963,0,0.0578197,0.00798132,0.0534901,0.00783146,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.43259,-0.686115,0.640792,0.179385,0.713185,0.135719,0.703968,-0.00286818,0.706549,0.136754,0.640792,0.179385,0.8655,0,0.0474122,0.0038462,0.0575299,0.00381267,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,3,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.623206,-0.192104,0.745415,0.545032,0.822544,0.517263,0.815198,0.33148,0.807596,0.495592,0.745415,0.545032,0.737137,0,0.0362808,0.00203835,0.0457137,0.00212221,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.604528,-0.124181,0.707422,0.366824,0.75237,0.331895,0.757646,0.245018,0.765862,0.333665,0.707422,0.366824,0.491006,0,0.060017,0.00847197,0.0489263,0.00818477,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.122592,-0.294668,0.298746,-0.0524982,0.317394,-0.0793003,0.363343,-0.0977521,0.363105,-0.0860243,0.298746,-0.0524982,0.24217,0,0.0953253,0.0393424,0.0949353,0.0393571,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.224025,-1.26076,0.48832,-0.0126753,0.550267,-0.111252,0.547108,-0.375144,0.566065,-0.148797,0.48832,-0.0126753,1.24808,0,0.0573314,0.00845549,0.0703025,0.00810155,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.405958,-0.859739,0.575099,0.0835965,0.624316,-0.0304179,0.642078,-0.212954,0.65435,-0.0671792,0.575099,0.0835965,0.943335,0,0.057825,0.00969046,0.0502042,0.0093582,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.414089,-0.0190094,0.566049,0.276523,0.579711,0.245012,0.609744,0.2378,0.614901,0.243915,0.566049,0.276523,0.295533,0,0.0741256,0.0230728,0.0640157,0.022768,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.554682,-0.0299468,0.705677,0.478495,0.746661,0.447946,0.770182,0.36254,0.768836,0.431063,0.705677,0.478495,0.508442,0,0.0572756,0.008182,0.0489995,0.00822992,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.360941,-0.688708,0.663374,0.303741,0.732791,0.261461,0.715607,0.0605525,0.730322,0.262043,0.663374,0.303741,0.992448,0,0.058395,0.00393848,0.0445992,0.0037347,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,3,7,2,highest
