method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.719777,-0.162809,0.791932,0.265152,0.798853,0.262058,0.869724,0.224206,0.89343,0.227643,0.791932,0.265152,0.42796,0,1.83715,0.835454,1.3674,0.683428,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,0,2,highest
mlp_residual,learned_compact_values,64,0.125,0.721648,0.0758107,0.761453,0.422984,0.773075,0.427051,0.876049,0.398764,0.8949,0.414642,0.773075,0.427051,0.351241,0.00406718,0.734085,0.313798,0.641203,0.266073,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.510292,-0.351248,0.552865,0.0119639,0.559556,0.00756651,0.652635,-0.0663067,0.718649,-0.128105,0.552865,0.0119639,0.363212,0,3.1006,2.1778,2.8561,1.76392,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.494884,-0.158714,0.589468,0.156591,0.595828,0.155029,0.666455,0.139807,0.723099,0.114415,0.589468,0.156591,0.315305,0,3.53199,2.30048,2.87031,1.90981,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.483157,-0.556562,0.598325,0.0861016,0.606569,0.0825741,0.71579,-0.0154268,0.765918,-0.0487211,0.598325,0.0861016,0.642663,0,2.57696,1.40502,2.02574,1.1572,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.372734,-0.48628,0.50995,-0.0639148,0.519479,-0.0691214,0.576039,-0.121907,0.634428,-0.128969,0.50995,-0.0639148,0.422366,0,2.36176,1.57524,1.86027,1.35829,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,5,2,highest
mlp_residual,learned_compact_values,64,0.125,0.521612,-0.466374,0.641119,0.125396,0.648981,0.125541,0.729248,0.0431095,0.773142,0.00509989,0.648981,0.125541,0.591915,0.00014466,2.59496,1.45537,1.99015,1.21943,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.384434,-0.388271,0.511898,-0.0148965,0.52057,-0.0216135,0.573756,-0.0767331,0.628778,-0.0871377,0.511898,-0.0148965,0.373375,0,2.60579,1.7949,2.10384,1.5632,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,22,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.649545,-0.0244383,0.771141,0.466434,0.777846,0.466423,0.835242,0.43012,0.870574,0.448035,0.771141,0.466434,0.490872,0,2.47332,1.13495,1.62002,0.891561,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,0,2,highest
mlp_residual,fused_residual,64,0.125,0.779494,0.0830737,0.785668,0.374919,0.797387,0.378529,0.898455,0.392714,0.904127,0.399652,0.904127,0.399652,0.316578,0.0247327,0.611927,0.27155,0.625434,0.256382,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.709279,-0.166602,0.719411,0.0611675,0.727513,0.0587971,0.826195,0.0228612,0.856241,0.0154336,0.719411,0.0611675,0.227769,0,1.42816,0.830004,1.37288,0.68652,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.568835,-0.0443959,0.665765,0.213443,0.673192,0.212903,0.751552,0.200599,0.796446,0.166556,0.665765,0.213443,0.257839,0,2.50247,1.41882,1.94207,1.16244,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.515019,-0.217648,0.674155,0.252771,0.681731,0.251949,0.76269,0.179514,0.820207,0.107382,0.674155,0.252771,0.470419,0,2.63957,1.26024,1.77348,0.954794,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.391762,-0.403153,0.491881,-0.118637,0.503895,-0.122579,0.587672,-0.187655,0.64612,-0.188205,0.491881,-0.118637,0.284516,0,1.7038,1.12211,1.43354,0.963046,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.698485,-0.228942,0.744169,0.0983007,0.753811,0.0972013,0.865432,0.0493447,0.881955,0.0407318,0.744169,0.0983007,0.327243,0,1.34302,0.577672,1.13981,0.506743,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.306454,-0.655146,0.475256,-0.135049,0.485123,-0.143233,0.564602,-0.164794,0.625439,-0.137872,0.475256,-0.135049,0.520097,0,2.43514,1.49266,1.84854,1.28409,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,22,7,2,highest
