threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.949,0,0,full,1536,1,1,,,not_target_layer
0.949,0,1,full,1536,1,1,,,not_target_layer
0.949,0,2,full,1536,1,1,,,not_target_layer
0.949,0,3,full,1536,1,1,,,not_target_layer
0.949,0,4,full,1536,1,1,,,not_target_layer
0.949,0,5,full,1536,1,1,,,not_target_layer
0.949,0,6,full,1536,1,1,,,not_target_layer
0.949,0,7,full,1536,1,1,,,not_target_layer
0.949,1,0,full,1536,1,1,,,not_target_layer
0.949,1,1,full,1536,1,1,,,not_target_layer
0.949,1,2,full,1536,1,1,,,not_target_layer
0.949,1,3,full,1536,1,1,,,not_target_layer
0.949,1,4,full,1536,1,1,,,not_target_layer
0.949,1,5,full,1536,1,1,,,not_target_layer
0.949,1,6,full,1536,1,1,,,not_target_layer
0.949,1,7,full,1536,1,1,,,not_target_layer
0.949,2,0,full,1536,1,1,,,not_target_layer
0.949,2,1,full,1536,1,1,,,not_target_layer
0.949,2,2,full,1536,1,1,,,not_target_layer
0.949,2,3,full,1536,1,1,,,not_target_layer
0.949,2,4,full,1536,1,1,,,not_target_layer
0.949,2,5,full,1536,1,1,,,not_target_layer
0.949,2,6,full,1536,1,1,,,not_target_layer
0.949,2,7,full,1536,1,1,,,not_target_layer
0.949,3,0,full,1536,1,1,,,not_target_layer
0.949,3,1,full,1536,1,1,,,not_target_layer
0.949,3,2,full,1536,1,1,,,not_target_layer
0.949,3,3,full,1536,1,1,,,not_target_layer
0.949,3,4,full,1536,1,1,,,not_target_layer
0.949,3,5,full,1536,1,1,,,not_target_layer
0.949,3,6,full,1536,1,1,,,not_target_layer
0.949,3,7,full,1536,1,1,,,not_target_layer
0.949,4,0,full,1536,1,1,,,not_target_layer
0.949,4,1,full,1536,1,1,,,not_target_layer
0.949,4,2,full,1536,1,1,,,not_target_layer
0.949,4,3,full,1536,1,1,,,not_target_layer
0.949,4,4,full,1536,1,1,,,not_target_layer
0.949,4,5,full,1536,1,1,,,not_target_layer
0.949,4,6,full,1536,1,1,,,not_target_layer
0.949,4,7,full,1536,1,1,,,not_target_layer
0.949,5,0,full,1536,1,1,,,not_target_layer
0.949,5,1,full,1536,1,1,,,not_target_layer
0.949,5,2,full,1536,1,1,,,not_target_layer
0.949,5,3,full,1536,1,1,,,not_target_layer
0.949,5,4,full,1536,1,1,,,not_target_layer
0.949,5,5,full,1536,1,1,,,not_target_layer
0.949,5,6,full,1536,1,1,,,not_target_layer
0.949,5,7,full,1536,1,1,,,not_target_layer
0.949,6,0,full,1536,1,1,,,not_target_layer
0.949,6,1,full,1536,1,1,,,not_target_layer
0.949,6,2,full,1536,1,1,,,not_target_layer
0.949,6,3,full,1536,1,1,,,not_target_layer
0.949,6,4,full,1536,1,1,,,not_target_layer
0.949,6,5,full,1536,1,1,,,not_target_layer
0.949,6,6,full,1536,1,1,,,not_target_layer
0.949,6,7,full,1536,1,1,,,not_target_layer
0.949,7,0,full,1536,1,1,,,not_target_layer
0.949,7,1,full,1536,1,1,,,not_target_layer
0.949,7,2,full,1536,1,1,,,not_target_layer
0.949,7,3,full,1536,1,1,,,not_target_layer
0.949,7,4,full,1536,1,1,,,not_target_layer
0.949,7,5,full,1536,1,1,,,not_target_layer
0.949,7,6,full,1536,1,1,,,not_target_layer
0.949,7,7,full,1536,1,1,,,not_target_layer
0.949,8,0,full,1536,1,1,,,not_target_layer
0.949,8,1,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,8,2,full,1536,1,1,,,not_target_layer
0.949,8,3,full,1536,1,1,,,not_target_layer
0.949,8,4,full,1536,1,1,,,not_target_layer
0.949,8,5,full,1536,1,1,,,not_target_layer
0.949,8,6,full,1536,1,1,,,not_target_layer
0.949,8,7,full,1536,1,1,,,not_target_layer
0.949,9,0,full,1536,1,1,,,not_target_layer
0.949,9,1,full,1536,1,1,,,not_target_layer
0.949,9,2,full,1536,1,1,,,not_target_layer
0.949,9,3,full,1536,1,1,,,not_target_layer
0.949,9,4,full,1536,1,1,,,not_target_layer
0.949,9,5,full,1536,1,1,,,not_target_layer
0.949,9,6,full,1536,1,1,,,not_target_layer
0.949,9,7,full,1536,1,1,,,not_target_layer
0.949,10,0,full,1536,1,1,,,not_target_layer
0.949,10,1,full,1536,1,1,,,not_target_layer
0.949,10,2,full,1536,1,1,,,not_target_layer
0.949,10,3,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,10,4,full,1536,1,1,,,not_target_layer
0.949,10,5,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,10,6,full,1536,1,1,,,not_target_layer
0.949,10,7,full,1536,1,1,,,not_target_layer
0.949,11,0,full,1536,1,1,,,not_target_layer
0.949,11,1,full,1536,1,1,,,not_target_layer
0.949,11,2,full,1536,1,1,,,not_target_layer
0.949,11,3,full,1536,1,1,,,not_target_layer
0.949,11,4,full,1536,1,1,,,not_target_layer
0.949,11,5,full,1536,1,1,,,not_target_layer
0.949,11,6,full,1536,1,1,,,not_target_layer
0.949,11,7,full,1536,1,1,,,not_target_layer
0.949,12,0,full,1536,1,1,,,not_target_layer
0.949,12,1,full,1536,1,1,,,not_target_layer
0.949,12,2,full,1536,1,1,,,not_target_layer
0.949,12,3,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,12,4,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,12,5,full,1536,1,1,,,not_target_layer
0.949,12,6,full,1536,1,1,,,not_target_layer
0.949,12,7,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,13,0,full,1536,1,1,,,not_target_layer
0.949,13,1,full,1536,1,1,,,not_target_layer
0.949,13,2,full,1536,1,1,,,not_target_layer
0.949,13,3,full,1536,1,1,,,not_target_layer
0.949,13,4,full,1536,1,1,,,not_target_layer
0.949,13,5,full,1536,1,1,,,not_target_layer
0.949,13,6,full,1536,1,1,,,not_target_layer
0.949,13,7,full,1536,1,1,,,not_target_layer
0.949,14,0,full,1536,1,1,,,not_target_layer
0.949,14,1,full,1536,1,1,,,not_target_layer
0.949,14,2,full,1536,1,1,,,not_target_layer
0.949,14,3,full,1536,1,1,,,not_target_layer
0.949,14,4,full,1536,1,1,,,not_target_layer
0.949,14,5,full,1536,1,1,,,not_target_layer
0.949,14,6,full,1536,1,1,,,not_target_layer
0.949,14,7,full,1536,1,1,,,not_target_layer
0.949,15,0,full,1536,1,1,,,not_target_layer
0.949,15,1,full,1536,1,1,,,not_target_layer
0.949,15,2,full,1536,1,1,,,not_target_layer
0.949,15,3,full,1536,1,1,,,not_target_layer
0.949,15,4,full,1536,1,1,,,not_target_layer
0.949,15,5,full,1536,1,1,,,not_target_layer
0.949,15,6,full,1536,1,1,,,not_target_layer
0.949,15,7,full,1536,1,1,,,not_target_layer
0.949,16,0,full,1536,1,1,,,not_target_layer
0.949,16,1,full,1536,1,1,,,not_target_layer
0.949,16,2,full,1536,1,1,,,not_target_layer
0.949,16,3,full,1536,1,1,,,not_target_layer
0.949,16,4,full,1536,1,1,,,not_target_layer
0.949,16,5,full,1536,1,1,,,not_target_layer
0.949,16,6,full,1536,1,1,,,not_target_layer
0.949,16,7,full,1536,1,1,,,not_target_layer
0.949,17,0,full,1536,1,1,,,not_target_layer
0.949,17,1,full,1536,1,1,,,not_target_layer
0.949,17,2,full,1536,1,1,,,not_target_layer
0.949,17,3,full,1536,1,1,,,not_target_layer
0.949,17,4,full,1536,1,1,,,not_target_layer
0.949,17,5,full,1536,1,1,,,not_target_layer
0.949,17,6,full,1536,1,1,,,not_target_layer
0.949,17,7,full,1536,1,1,,,not_target_layer
0.949,18,0,full,1536,1,1,,,not_target_layer
0.949,18,1,full,1536,1,1,,,not_target_layer
0.949,18,2,full,1536,1,1,,,not_target_layer
0.949,18,3,full,1536,1,1,,,not_target_layer
0.949,18,4,full,1536,1,1,,,not_target_layer
0.949,18,5,full,1536,1,1,,,not_target_layer
0.949,18,6,full,1536,1,1,,,not_target_layer
0.949,18,7,full,1536,1,1,,,not_target_layer
0.949,19,0,full,1536,1,1,,,not_target_layer
0.949,19,1,full,1536,1,1,,,not_target_layer
0.949,19,2,full,1536,1,1,,,not_target_layer
0.949,19,3,full,1536,1,1,,,not_target_layer
0.949,19,4,full,1536,1,1,,,not_target_layer
0.949,19,5,full,1536,1,1,,,not_target_layer
0.949,19,6,full,1536,1,1,,,not_target_layer
0.949,19,7,full,1536,1,1,,,not_target_layer
0.949,20,0,full,1536,1,1,,,not_target_layer
0.949,20,1,full,1536,1,1,,,not_target_layer
0.949,20,2,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,20,3,full,1536,1,1,,,not_target_layer
0.949,20,4,full,1536,1,1,,,not_target_layer
0.949,20,5,full,1536,1,1,,,not_target_layer
0.949,20,6,full,1536,1,1,,,not_target_layer
0.949,20,7,full,1536,1,1,,,not_target_layer
0.949,21,0,full,1536,1,1,,,not_target_layer
0.949,21,1,full,1536,1,1,,,not_target_layer
0.949,21,2,full,1536,1,1,,,not_target_layer
0.949,21,3,full,1536,1,1,,,not_target_layer
0.949,21,4,full,1536,1,1,,,not_target_layer
0.949,21,5,full,1536,1,1,,,not_target_layer
0.949,21,6,full,1536,1,1,,,not_target_layer
0.949,21,7,full,1536,1,1,,,not_target_layer
0.949,22,0,full,1536,1,1,,,not_target_layer
0.949,22,1,full,1536,1,1,,,not_target_layer
0.949,22,2,full,1536,1,1,,,not_target_layer
0.949,22,3,full,1536,1,1,,,not_target_layer
0.949,22,4,full,1536,1,1,,,not_target_layer
0.949,22,5,full,1536,1,1,,,not_target_layer
0.949,22,6,full,1536,1,1,,,not_target_layer
0.949,22,7,full,1536,1,1,,,not_target_layer
0.949,23,0,full,1536,1,1,,,not_target_layer
0.949,23,1,full,1536,1,1,,,not_target_layer
0.949,23,2,full,1536,1,1,,,not_target_layer
0.949,23,3,full,1536,1,1,,,not_target_layer
0.949,23,4,full,1536,1,1,,,not_target_layer
0.949,23,5,full,1536,1,1,,,not_target_layer
0.949,23,6,full,1536,1,1,,,not_target_layer
0.949,23,7,full,1536,1,1,,,not_target_layer
0.949,24,0,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,1,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,2,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,3,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,4,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,5,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,6,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,24,7,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
0.949,25,0,full,1536,1,1,,,not_target_layer
0.949,25,1,full,1536,1,1,,,not_target_layer
0.949,25,2,full,1536,1,1,,,not_target_layer
0.949,25,3,full,1536,1,1,,,not_target_layer
0.949,25,4,full,1536,1,1,,,not_target_layer
0.949,25,5,full,1536,1,1,,,not_target_layer
0.949,25,6,full,1536,1,1,,,not_target_layer
0.949,25,7,full,1536,1,1,,,not_target_layer
0.949,26,0,full,1536,1,1,,,not_target_layer
0.949,26,1,full,1536,1,1,,,not_target_layer
0.949,26,2,full,1536,1,1,,,not_target_layer
