threshold,compact_layer,compressed_heads,selected_budget,budget_fraction,entry_saving_fraction,note
0.949,heads,15,768,0.5,0.0334821,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 12:3 at 50% per-head budget."
