method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.521941,-0.583371,0.697787,0.164295,0.713549,0.149974,0.780352,0.059225,0.820535,0.0582909,0.697787,0.164295,0.747666,0,0.553095,0.238685,0.374139,0.19502,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.327948,-0.370046,0.582363,0.0659576,0.590937,0.0571313,0.641576,-0.0145558,0.726052,-0.08262,0.582363,0.0659576,0.436003,0,1.92884,0.995975,1.19824,0.761235,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.135288,-0.559474,0.428127,-0.0121914,0.433182,-0.0283431,0.473764,-0.0984336,0.604688,-0.216296,0.428127,-0.0121914,0.547282,0,3.54736,2.13279,2.35871,1.60217,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.390036,-0.0988708,0.522294,0.102262,0.527895,0.0981572,0.583693,0.0911694,0.649249,0.0756288,0.522294,0.102262,0.201133,0,2.98098,2.01403,2.36099,1.69688,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.463977,-0.318498,0.615834,0.122993,0.623564,0.112066,0.674783,0.0797724,0.738579,0.0386532,0.615834,0.122993,0.441491,0,1.50455,0.892385,1.09479,0.71733,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.367274,-0.584882,0.622876,-0.0543753,0.637098,-0.0670888,0.7031,-0.14734,0.75344,-0.150327,0.622876,-0.0543753,0.530507,0,0.865173,0.393421,0.541307,0.326715,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.44363,-0.134398,0.623186,0.253679,0.630933,0.247328,0.674694,0.21249,0.738576,0.179815,0.623186,0.253679,0.388077,0,1.57884,0.902957,1.0934,0.725638,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.535872,-0.874802,0.690808,0.0325027,0.71022,0.0202469,0.813499,-0.0394212,0.843228,0.0171643,0.690808,0.0325027,0.907305,0,0.536456,0.203691,0.379965,0.171222,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,19,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.566613,-0.298872,0.741839,0.200137,0.755015,0.192217,0.796103,0.188823,0.833784,0.198764,0.741839,0.200137,0.499009,0,0.627732,0.271463,0.383521,0.221295,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.342363,-0.457121,0.615526,0.0995013,0.62338,0.0914153,0.659621,0.0292308,0.737774,-0.00331283,0.615526,0.0995013,0.556622,0,2.10291,1.06713,1.24317,0.822109,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.2545,-0.415147,0.52214,0.0470327,0.527957,0.0327055,0.564181,-0.0582162,0.677247,-0.142081,0.52214,0.0470327,0.46218,0,2.62929,1.51187,1.69281,1.11964,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.460793,-0.0248426,0.588268,0.131778,0.593366,0.127994,0.62556,0.105417,0.688285,0.0652413,0.588268,0.131778,0.15662,0,3.00886,2.06197,2.31726,1.71656,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.519505,-0.27417,0.681711,0.180966,0.688975,0.169878,0.725362,0.131632,0.782138,0.115972,0.681711,0.180966,0.455136,0,1.46247,0.80929,0.97233,0.641984,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.46615,-0.744187,0.642409,-0.160628,0.655767,-0.173997,0.729486,-0.236059,0.785815,-0.279586,0.642409,-0.160628,0.583559,0,0.795877,0.382385,0.535284,0.302761,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.57568,-0.192918,0.745276,0.211056,0.753098,0.199274,0.783502,0.167316,0.825056,0.166899,0.745276,0.211056,0.403974,0,1.25389,0.615105,0.77356,0.497043,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,6,2,highest
mlp_residual,fused_residual,64,0.125,0.549724,-0.540159,0.735491,0.20172,0.751241,0.204027,0.835647,0.204945,0.869196,0.208992,0.869196,0.208992,0.749151,0.00727236,0.638427,0.217931,0.389144,0.173446,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,19,7,2,highest
