threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.948,0,0,full,1536,1,1,,,not_target_layer
0.948,0,1,full,1536,1,1,,,not_target_layer
0.948,0,2,full,1536,1,1,,,not_target_layer
0.948,0,3,full,1536,1,1,,,not_target_layer
0.948,0,4,full,1536,1,1,,,not_target_layer
0.948,0,5,full,1536,1,1,,,not_target_layer
0.948,0,6,full,1536,1,1,,,not_target_layer
0.948,0,7,full,1536,1,1,,,not_target_layer
0.948,1,0,full,1536,1,1,,,not_target_layer
0.948,1,1,full,1536,1,1,,,not_target_layer
0.948,1,2,full,1536,1,1,,,not_target_layer
0.948,1,3,full,1536,1,1,,,not_target_layer
0.948,1,4,full,1536,1,1,,,not_target_layer
0.948,1,5,full,1536,1,1,,,not_target_layer
0.948,1,6,full,1536,1,1,,,not_target_layer
0.948,1,7,full,1536,1,1,,,not_target_layer
0.948,2,0,full,1536,1,1,,,not_target_layer
0.948,2,1,full,1536,1,1,,,not_target_layer
0.948,2,2,full,1536,1,1,,,not_target_layer
0.948,2,3,full,1536,1,1,,,not_target_layer
0.948,2,4,full,1536,1,1,,,not_target_layer
0.948,2,5,full,1536,1,1,,,not_target_layer
0.948,2,6,full,1536,1,1,,,not_target_layer
0.948,2,7,full,1536,1,1,,,not_target_layer
0.948,3,0,full,1536,1,1,,,not_target_layer
0.948,3,1,full,1536,1,1,,,not_target_layer
0.948,3,2,full,1536,1,1,,,not_target_layer
0.948,3,3,full,1536,1,1,,,not_target_layer
0.948,3,4,full,1536,1,1,,,not_target_layer
0.948,3,5,full,1536,1,1,,,not_target_layer
0.948,3,6,full,1536,1,1,,,not_target_layer
0.948,3,7,full,1536,1,1,,,not_target_layer
0.948,4,0,full,1536,1,1,,,not_target_layer
0.948,4,1,full,1536,1,1,,,not_target_layer
0.948,4,2,full,1536,1,1,,,not_target_layer
0.948,4,3,full,1536,1,1,,,not_target_layer
0.948,4,4,full,1536,1,1,,,not_target_layer
0.948,4,5,full,1536,1,1,,,not_target_layer
0.948,4,6,full,1536,1,1,,,not_target_layer
0.948,4,7,full,1536,1,1,,,not_target_layer
0.948,5,0,full,1536,1,1,,,not_target_layer
0.948,5,1,full,1536,1,1,,,not_target_layer
0.948,5,2,full,1536,1,1,,,not_target_layer
0.948,5,3,full,1536,1,1,,,not_target_layer
0.948,5,4,full,1536,1,1,,,not_target_layer
0.948,5,5,full,1536,1,1,,,not_target_layer
0.948,5,6,full,1536,1,1,,,not_target_layer
0.948,5,7,full,1536,1,1,,,not_target_layer
0.948,6,0,full,1536,1,1,,,not_target_layer
0.948,6,1,full,1536,1,1,,,not_target_layer
0.948,6,2,full,1536,1,1,,,not_target_layer
0.948,6,3,full,1536,1,1,,,not_target_layer
0.948,6,4,full,1536,1,1,,,not_target_layer
0.948,6,5,full,1536,1,1,,,not_target_layer
0.948,6,6,full,1536,1,1,,,not_target_layer
0.948,6,7,full,1536,1,1,,,not_target_layer
0.948,7,0,full,1536,1,1,,,not_target_layer
0.948,7,1,full,1536,1,1,,,not_target_layer
0.948,7,2,full,1536,1,1,,,not_target_layer
0.948,7,3,full,1536,1,1,,,not_target_layer
0.948,7,4,full,1536,1,1,,,not_target_layer
0.948,7,5,full,1536,1,1,,,not_target_layer
0.948,7,6,full,1536,1,1,,,not_target_layer
0.948,7,7,full,1536,1,1,,,not_target_layer
0.948,8,0,full,1536,1,1,,,not_target_layer
0.948,8,1,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 16:6 at 50% per-head budget."
0.948,8,2,full,1536,1,1,,,not_target_layer
0.948,8,3,full,1536,1,1,,,not_target_layer
0.948,8,4,full,1536,1,1,,,not_target_layer
0.948,8,5,full,1536,1,1,,,not_target_layer
0.948,8,6,full,1536,1,1,,,not_target_layer
0.948,8,7,full,1536,1,1,,,not_target_layer
0.948,9,0,full,1536,1,1,,,not_target_layer
0.948,9,1,full,1536,1,1,,,not_target_layer
0.948,9,2,full,1536,1,1,,,not_target_layer
0.948,9,3,full,1536,1,1,,,not_target_layer
0.948,9,4,full,1536,1,1,,,not_target_layer
0.948,9,5,full,1536,1,1,,,not_target_layer
0.948,9,6,full,1536,1,1,,,not_target_layer
0.948,9,7,full,1536,1,1,,,not_target_layer
0.948,10,0,full,1536,1,1,,,not_target_layer
0.948,10,1,full,1536,1,1,,,not_target_layer
0.948,10,2,full,1536,1,1,,,not_target_layer
0.948,10,3,compact,768,0.5,0,,,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5,12:7 and candidate 16:6 at 50% per-head budget."
0.948,10,4,full,1536,1,1,,,not_target_layer
