threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.958,0,0,full,1536,1,1,,,not_target_layer
0.958,0,1,full,1536,1,1,,,not_target_layer
0.958,0,2,full,1536,1,1,,,not_target_layer
0.958,0,3,full,1536,1,1,,,not_target_layer
0.958,0,4,full,1536,1,1,,,not_target_layer
0.958,0,5,full,1536,1,1,,,not_target_layer
0.958,0,6,full,1536,1,1,,,not_target_layer
0.958,0,7,full,1536,1,1,,,not_target_layer
0.958,1,0,full,1536,1,1,,,not_target_layer
0.958,1,1,full,1536,1,1,,,not_target_layer
0.958,1,2,full,1536,1,1,,,not_target_layer
0.958,1,3,full,1536,1,1,,,not_target_layer
0.958,1,4,full,1536,1,1,,,not_target_layer
0.958,1,5,full,1536,1,1,,,not_target_layer
0.958,1,6,full,1536,1,1,,,not_target_layer
0.958,1,7,full,1536,1,1,,,not_target_layer
0.958,2,0,full,1536,1,1,,,not_target_layer
0.958,2,1,full,1536,1,1,,,not_target_layer
0.958,2,2,full,1536,1,1,,,not_target_layer
0.958,2,3,full,1536,1,1,,,not_target_layer
0.958,2,4,full,1536,1,1,,,not_target_layer
0.958,2,5,full,1536,1,1,,,not_target_layer
0.958,2,6,full,1536,1,1,,,not_target_layer
0.958,2,7,full,1536,1,1,,,not_target_layer
0.958,3,0,full,1536,1,1,,,not_target_layer
0.958,3,1,full,1536,1,1,,,not_target_layer
0.958,3,2,full,1536,1,1,,,not_target_layer
0.958,3,3,full,1536,1,1,,,not_target_layer
0.958,3,4,full,1536,1,1,,,not_target_layer
0.958,3,5,full,1536,1,1,,,not_target_layer
0.958,3,6,full,1536,1,1,,,not_target_layer
0.958,3,7,full,1536,1,1,,,not_target_layer
0.958,4,0,full,1536,1,1,,,not_target_layer
0.958,4,1,full,1536,1,1,,,not_target_layer
0.958,4,2,full,1536,1,1,,,not_target_layer
0.958,4,3,full,1536,1,1,,,not_target_layer
0.958,4,4,full,1536,1,1,,,not_target_layer
