threshold,compact_layer,compressed_heads,selected_budget,budget_fraction,entry_saving_fraction,note
0.945,heads,14,768,0.5,0.03125,"Layer24 safe seed plus 10:3,8:1,20:2,12:4,10:5 and candidate 12:7 at 50% per-head budget."
