method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,fused_train_r2,fused_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,fused_train_loss_initial,fused_train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.58182,-0.283938,0.731437,0.189109,0.773652,0.140704,0.767157,0.0850753,0.778371,0.145709,0.731437,0.189109,0.473047,0,0.0520438,0.00614476,0.0483688,0.00584882,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.168141,-1.08016,0.514984,-0.145213,0.556834,-0.231828,0.577943,-0.312454,0.588621,-0.21681,0.514984,-0.145213,0.93495,0,0.0597118,0.0113379,0.0475079,0.011051,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.309424,-0.86903,0.579851,-0.0518483,0.624975,-0.136968,0.636999,-0.218031,0.652234,-0.120695,0.579851,-0.0518483,0.817182,0,0.0653345,0.0114582,0.0510609,0.0109773,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,-0.00202084,-0.581889,0.34092,-0.0808886,0.351454,-0.135401,0.373831,-0.154718,0.384614,-0.133414,0.34092,-0.0808886,0.501001,0,0.120056,0.0527891,0.0990543,0.0518802,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.391749,-0.677031,0.595807,0.0585957,0.65019,-0.021131,0.632424,-0.132009,0.653768,-0.00233543,0.595807,0.0585957,0.735627,0,0.0517824,0.00571421,0.0453321,0.0053824,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.403253,-0.250351,0.554595,0.116651,0.572013,0.0707668,0.604775,0.0558251,0.605318,0.0646824,0.554595,0.116651,0.367002,0,0.0779806,0.0250909,0.0714178,0.0250565,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.234759,-0.105763,0.427283,0.112675,0.438099,0.089179,0.4692,0.0726994,0.485436,0.0915719,0.427283,0.112675,0.218437,0,0.112337,0.0410548,0.0837722,0.039799,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.750408,0.068822,0.801155,0.484887,0.852601,0.459241,0.844008,0.371479,0.847001,0.462772,0.801155,0.484887,0.416065,0,0.0438549,0.00329721,0.044558,0.00323395,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,6,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.541847,-0.308512,0.708287,0.216254,0.756375,0.165848,0.745445,0.0800539,0.757713,0.165943,0.708287,0.216254,0.524766,0,0.0506933,0.0055261,0.0429793,0.00525978,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,6,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.143685,-1.06564,0.483962,-0.131803,0.52608,-0.217488,0.560543,-0.310483,0.56474,-0.214839,0.483962,-0.131803,0.933839,0,0.0653647,0.0118741,0.0601678,0.0117607,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,6,1,2,highest
