threshold,layer,kv_head,action,selected_budget,budget_fraction,quality,direct_val_r2,fitv_val_r2,reason
0.967,0,0,compact,768,0.5,0,,,25-head safe frontier plus candidate 0:0 at 50% per-head budget.
0.967,0,1,full,1536,1,1,,,not_target_layer
0.967,0,2,full,1536,1,1,,,not_target_layer
0.967,0,3,full,1536,1,1,,,not_target_layer
0.967,0,4,full,1536,1,1,,,not_target_layer
0.967,0,5,full,1536,1,1,,,not_target_layer
0.967,0,6,full,1536,1,1,,,not_target_layer
0.967,0,7,full,1536,1,1,,,not_target_layer
0.967,1,0,full,1536,1,1,,,not_target_layer
0.967,1,1,full,1536,1,1,,,not_target_layer
0.967,1,2,full,1536,1,1,,,not_target_layer
0.967,1,3,full,1536,1,1,,,not_target_layer
0.967,1,4,full,1536,1,1,,,not_target_layer
0.967,1,5,full,1536,1,1,,,not_target_layer
0.967,1,6,full,1536,1,1,,,not_target_layer
0.967,1,7,full,1536,1,1,,,not_target_layer
0.967,2,0,full,1536,1,1,,,not_target_layer
0.967,2,1,full,1536,1,1,,,not_target_layer
0.967,2,2,full,1536,1,1,,,not_target_layer
0.967,2,3,full,1536,1,1,,,not_target_layer
0.967,2,4,full,1536,1,1,,,not_target_layer
0.967,2,5,full,1536,1,1,,,not_target_layer
0.967,2,6,full,1536,1,1,,,not_target_layer
0.967,2,7,full,1536,1,1,,,not_target_layer
0.967,3,0,full,1536,1,1,,,not_target_layer
0.967,3,1,full,1536,1,1,,,not_target_layer
0.967,3,2,full,1536,1,1,,,not_target_layer
0.967,3,3,full,1536,1,1,,,not_target_layer
0.967,3,4,full,1536,1,1,,,not_target_layer
0.967,3,5,full,1536,1,1,,,not_target_layer
0.967,3,6,full,1536,1,1,,,not_target_layer
0.967,3,7,full,1536,1,1,,,not_target_layer
0.967,4,0,full,1536,1,1,,,not_target_layer
0.967,4,1,full,1536,1,1,,,not_target_layer
0.967,4,2,full,1536,1,1,,,not_target_layer
0.967,4,3,full,1536,1,1,,,not_target_layer
0.967,4,4,full,1536,1,1,,,not_target_layer
0.967,4,5,full,1536,1,1,,,not_target_layer
0.967,4,6,full,1536,1,1,,,not_target_layer
0.967,4,7,full,1536,1,1,,,not_target_layer
0.967,5,0,full,1536,1,1,,,not_target_layer
0.967,5,1,full,1536,1,1,,,not_target_layer
0.967,5,2,full,1536,1,1,,,not_target_layer
0.967,5,3,full,1536,1,1,,,not_target_layer
0.967,5,4,full,1536,1,1,,,not_target_layer
0.967,5,5,full,1536,1,1,,,not_target_layer
0.967,5,6,full,1536,1,1,,,not_target_layer
0.967,5,7,full,1536,1,1,,,not_target_layer
0.967,6,0,full,1536,1,1,,,not_target_layer
0.967,6,1,full,1536,1,1,,,not_target_layer
0.967,6,2,full,1536,1,1,,,not_target_layer
0.967,6,3,full,1536,1,1,,,not_target_layer
