method,recovery_variant,budget,budget_fraction,direct_train_r2,direct_val_r2,fitv_train_r2,fitv_val_r2,learned_value_train_r2,learned_value_val_r2,mlp_train_r2,mlp_val_r2,recovery_train_r2,recovery_val_r2,recovery_gain_vs_direct,recovery_gain_vs_fitv,train_loss_initial,train_loss_final,doc_index,text_file,layer,kv_head,query_group,selector
mlp_residual,ridge_value_recovery,64,0.125,0.49579,-0.312137,0.693589,-0.0614599,0.700962,-0.0657328,0.73325,-0.111287,0.693589,-0.0614599,0.250677,0,3.31869,1.73683,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,0,2,highest
mlp_residual,mlp_residual,64,0.125,0.456794,-0.0895439,0.577479,0.15209,0.583218,0.151854,0.638141,0.156314,0.638141,0.156314,0.245858,0.00422394,5.88717,3.90437,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.696774,-0.934579,0.748889,0.170509,0.75452,0.165829,0.850391,-0.0683926,0.748889,0.170509,1.10509,0,3.78373,1.84457,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.770075,-0.430942,0.805527,0.20783,0.809263,0.205077,0.874981,0.0485957,0.805527,0.20783,0.638772,0,5.34133,2.86541,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.199091,-0.486079,0.434676,-0.116505,0.440249,-0.120708,0.470377,-0.176447,0.434676,-0.116505,0.369574,0,6.46149,4.24436,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.734793,-0.356565,0.779353,0.250837,0.784467,0.248436,0.86163,0.153953,0.779353,0.250837,0.607402,0,3.15559,1.62752,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.655988,-0.527177,0.707367,0.12868,0.713238,0.124562,0.804752,0.00191134,0.707367,0.12868,0.655857,0,3.34475,1.8666,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.790553,-0.158306,0.789713,0.292553,0.794611,0.288885,0.877255,0.205031,0.789713,0.292553,0.450859,0,2.57655,1.47503,0,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_0.md,24,7,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.646748,-0.454276,0.768057,-0.176655,0.775667,-0.178374,0.819177,-0.212725,0.768057,-0.176655,0.277621,0,2.10041,1.04307,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,0,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.477316,-0.00388825,0.58126,0.192658,0.587258,0.192184,0.639376,0.176844,0.58126,0.192658,0.196547,0,4.96729,3.42028,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,1,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.767396,0.071996,0.80672,0.534507,0.811591,0.534308,0.890362,0.461108,0.80672,0.534507,0.462511,0,3.09352,1.4315,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,2,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.799815,0.170934,0.82218,0.414094,0.826182,0.413027,0.886788,0.373659,0.82218,0.414094,0.24316,0,3.701,2.07365,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,3,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.21296,-0.436877,0.431879,-0.17448,0.438064,-0.177473,0.475774,-0.247449,0.431879,-0.17448,0.262397,0,5.45644,3.58964,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,4,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.740133,-0.0702648,0.782736,0.250226,0.788392,0.247951,0.87155,0.184631,0.782736,0.250226,0.320491,0,2.508,1.22862,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,5,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.739702,-0.135374,0.782794,0.29113,0.788691,0.290554,0.876253,0.2005,0.782794,0.29113,0.426503,0,2.41261,1.12224,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,6,2,highest
mlp_residual,ridge_value_recovery,64,0.125,0.795965,-0.157337,0.79772,0.261796,0.803453,0.256983,0.895533,0.0878693,0.79772,0.261796,0.419133,0,1.99564,0.999553,1,/data00/home/sitian/light-doc-cache-work/probe/recovery_text_1.md,24,7,2,highest
