0, 20965, 81920, 100
1, 34041, 81920, 100
2, 37107, 81920, 100
3, 31769, 81920, 100
4, 32769, 81920, 100
5, 34428, 81920, 100
6, 35439, 81920, 28
7, 36300, 81920, 100
